pop
energy,4247333,4247353,4247363,4247363,4247358,4247343,4247373,4247363,4247363,4247373,4247353,4247383,4247358,4247343,4247368,4247348,4247383,4247398,4247353,4247373,4247358,4247353,4247368,4247358,4247378,4247343,4247363,4247363,4247343,4247358,4247383,4247368,4247373,4247388,4247378,4247388,4247363,4247358,4247348,4247368,4247358,4247378,4247343,4247393,4247383,4247343,4247363,4247363,4247358,4247358,4247348,4247383,4247368,4247343,4247338,4247348,4247368,4247333,4247343,4247383,4247363,4247343,4247353,4247358,4247373,4247358,4247393,4247348,4247358,4247363,4247343,4247388,4247358,4247368,4247353,4247368,4247368,4247373,4247363,4247353,4247368,4247338,4247353,4247373,4247363,4247353,4247368,4247348,4247393,4247363,4247363,4247383,4247363,4247383,4247383,4247353,4247363,4247343,4247358,4247368,4247358,4247338,4247338,4247363,4247383,4247358,4247338,4247363,4247358,4247353,4247413,4247353,4247378,4247353,4247373,4247368,4247363,4247378,4247343,4247363,4247353,4247338,4247383,4247353,4247338,4247373,4247348,4247373,4247358,4247368,4247343,4247358,4247363,4247383,4247343,4247348,4247358,4247358,4247343,4247358,4247378,4247368,4247348,4247368,4247368,4247353,4247373,4247358,4247363,4247358,4247358,4247368,4247373,4247353,4247363,4247348,4247373,4247363,4247378,4247358,4247373,4247363,4247363,4247393,4247373,4247353,4247353,4247333,4247353,4247403,4247343,4247363,4247388,4247363,4247363,4247333,4247368,4247358,4247358,4247358,4247358,4247393,4247353,4247358,4247358,4247373,4247378,4247373,4247348,4247358,4247398,4247338,4247353,4247398,4247353,4247358,4247338,4247343,4247408,4247348,4247373,4247358,4247358,4247353,4247353,4247353,4247373,4247398,4247358,4247343,4247348,4247343,4247353,4247358,4247358,4247358,4247368,4247363,4247363,4247353,4247348,4247348,4247358,4247363,4247363,4247373,4247368,4247353,4247363,4247353,4247363,4247363,4247378,4247398,4247358,4247353,4247353,4247348,4247373,4247358,4247388,4247398,4247343,4247368,4247338,4247368,4247353,4247378,4247353,4247378,4247348,4247363,4247378,4247353,4247353,4247353,4247353,4247363,4247338,4247353,4247358,4247368,4247353,4247343,4247358,4247378,4247348,4247373,4247378,4247368,4247363,4247343,4247378,4247373,4247358,4247338,4247353,4247353,4247348,4247383,4247358,4247378,4247378,4247358,4247353,4247363,4247368,4247363,4247343,4247363,4247363,4247333,4247348,4247363,4247348,4247378,4247368,4247363,4247348,4247353,4247368
house,4283231,4283241,4283231,4283241,4283236,4283216,4283226,4283236,4283221,4283236,4283221,4283236,4283246,4283256,4283246,4283226,4283236,4283231,4283221,4283231,4283211,4283216,4283231,4283201,4283226,4283231,4283216,4283216,4283226,4283231,4283236,4283216,4283246,4283246,4283211,4283216,4283211,4283211,4283231,4283246,4283276,4283221,4283276,4283216,4283231,4283216,4283206,4283221,4283221,4283216,4283226,4283211,4283226,4283241,4283226,4283271,4283231,4283226,4283231,4283226,4283236,4283241,4283221,4283256,4283216,4283231,4283231,4283231,4283206,4283236,4283216,4283216,4283236,4283216,4283231,4283236,4283231,4283241,4283226,4283226,4283211,4283266,4283256,4283231,4283221,4283216,4283241,4283246,4283236,4283216,4283231,4283221,4283216,4283266,4283211,4283221,4283231,4283231,4283231,4283216,4283261,4283231,4283216,4283246,4283221,4283226,4283236,4283221,4283236,4283226,4283216,4283221,4283246,4283221,4283216,4283236,4283216,4283201,4283231,4283236,4283216,4283236,4283246,4283251,4283216,4283241,4283216,4283221,4283216,4283236,4283276,4283226,4283241,4283231,4283221,4283226,4283221,4283241,4283216,4283241,4283266,4283226,4283241,4283221,4283266,4283246,4283236,4283261,4283221,4283216,4283236,4283231,4283246,4283231,4283231,4283221,4283231,4283236,4283236,4283241,4283241,4283221,4283221,4283231,4283221,4283216,4283221,4283241,4283226,4283216,4283236,4283276,4283236,4283246,4283231,4283211,4283231,4283216,4283231,4283236,4283211,4283216,4283221,4283251,4283221,4283216,4283231,4283221,4283226,4283251,4283226,4283216,4283236,4283251,4283216,4283216,4283221,4283211,4283241,4283211,4283246,4283221,4283221,4283211,4283246,4283231,4283221,4283221,4283236,4283231,4283226,4283216,4283211,4283221,4283261,4283226,4283231,4283216,4283216,4283216,4283211,4283226,4283241,4283221,4283236,4283236,4283261,4283246,4283211,4283211,4283231,4283216,4283221,4283211,4283241,4283261,4283216,4283231,4283241,4283256,4283221,4283236,4283226,4283266,4283211,4283211,4283216,4283251,4283246,4283226,4283236,4283211,4283261,4283216,4283226,4283211,4283221,4283266,4283221,4283221,4283216,4283231,4283241,4283221,4283266,4283206,4283221,4283236,4283251,4283236,4283236,4283226,4283236,4283226,4283236,4283236,4283221,4283211,4283226,4283261,4283226,4283206,4283241,4283206,4283226,4283261,4283256,4283221,4283221,4283231,4283221,4283241,4283236,4283236,4283241,4283216,4283216,4283206,4283291,4283241,4283206
medical,4245085,4245060,4245080,4245060,4245070,4245055,4245100,4245075,4245110,4245065,4245065,4245080,4245060,4245075,4245100,4245075,4245070,4245065,4245110,4245080,4245065,4245055,4245055,4245050,4245080,4245070,4245090,4245075,4245105,4245070,4245080,4245085,4245070,4245065,4245080,4245075,4245065,4245080,4245090,4245060,4245075,4245080,4245075,4245100,4245085,4245090,4245075,4245095,4245080,4245070,4245100,4245090,4245070,4245100,4245100,4245075,4245070,4245075,4245070,4245065,4245085,4245085,4245065,4245060,4245080,4245070,4245110,4245080,4245090,4245080,4245060,4245070,4245050,4245085,4245080,4245080,4245080,4245060,4245090,4245055,4245065,4245055,4245075,4245065,4245060,4245055,4245060,4245095,4245090,4245090,4245090,4245055,4245065,4245080,4245090,4245055,4245070,4245110,4245080,4245065,4245065,4245065,4245065,4245110,4245065,4245100,4245105,4245120,4245065,4245075,4245070,4245075,4245075,4245070,4245100,4245090,4245120,4245075,4245070,4245080,4245080,4245085,4245075,4245120,4245070,4245085,4245085,4245060,4245070,4245080,4245080,4245070,4245080,4245085,4245100,4245080,4245070,4245070,4245075,4245050,4245060,4245090,4245070,4245075,4245090,4245065,4245070,4245060,4245060,4245060,4245065,4245105,4245070,4245085,4245085,4245095,4245085,4245085,4245070,4245070,4245075,4245090,4245060,4245065,4245070,4245060,4245085,4245065,4245070,4245075,4245060,4245100,4245065,4245075,4245085,4245095,4245090,4245060,4245075,4245070,4245075,4245095,4245055,4245065,4245070,4245100,4245070,4245070,4245075,4245075,4245065,4245055,4245080,4245065,4245060,4245090,4245085,4245060,4245085,4245100,4245060,4245105,4245065,4245095,4245085,4245075,4245100,4245070,4245080,4245090,4245070,4245145,4245080,4245055,4245065,4245090,4245065,4245100,4245080,4245125,4245055,4245075,4245070,4245095,4245085,4245085,4245075,4245095,4245115,4245100,4245080,4245055,4245095,4245070,4245070,4245075,4245070,4245070,4245080,4245075,4245055,4245075,4245100,4245070,4245105,4245070,4245085,4245080,4245060,4245060,4245095,4245095,4245115,4245070,4245065,4245080,4245065,4245070,4245115,4245070,4245065,4245095,4245085,4245110,4245070,4245085,4245100,4245070,4245075,4245080,4245055,4245065,4245120,4245075,4245070,4245080,4245055,4245085,4245065,4245085,4245070,4245070,4245075,4245065,4245080,4245095,4245055,4245070,4245080,4245080,4245095,4245100,4245095,4245065,4245060,4245050,4245120,4245095,4245055,4245090


execution time
car,4.991247,5.275301,5.452191,4.946903,5.19144,4.572762,4.459779,5.490411,4.64294,4.666604,5.152807,5.222534,5.109114,5.494237,5.003252,5.394847,5.174361,5.419506,5.48813,5.104719,5.470157,5.303934,5.243679,5.513423,5.104355,5.31344,5.259357,5.133189,5.005299,5.330938,5.347472,5.327921,5.435423,5.338192,5.702957,5.301414,5.441369,5.127116,5.513874,5.453854,5.21707,5.389571,5.60119,5.294006,5.424585,5.216778,5.262915,5.062622,5.273283,5.540208,5.410482,5.2363,5.416814,5.334003,5.641669,5.278002,5.435364,5.397854,5.320408,5.636812,5.439845,5.310077,5.34651,5.180947,5.361404,5.359962,5.330924,5.278841,5.277018,5.23739,5.516229,5.514828,5.546532,5.267109,5.571536,5.248004,5.398815,5.300865,5.169838,5.275658,5.40743,5.138673,5.34248,5.196539,5.27066,5.366987,5.54624,5.739454,5.257915,5.248795,5.276653,5.190886,5.464957,5.460039,5.508881,5.736858,5.48116,5.245444,5.339138,5.757752,5.365598,5.246569,4.112976,4.107257,4.04297,4.413437,4.349646,4.511101,4.831045,5.065952,4.269436,4.778427,5.082536,4.048518,5.295179,4.221735,4.741001,4.247999,4.991779,4.571833,5.073353,4.898181,5.165137,3.892179,4.909283,4.672472,4.690377,4.486479,4.901908,4.555516,4.967693,4.254478,4.903121,4.701144,5.419598,4.98213,4.334742,4.933098,4.69898,4.995239,5.024079,4.429058,4.869417,4.74894,4.191668,5.639426,4.50748,4.818686,4.452766,4.525234,4.985738,4.542549,4.718497,4.796144,5.935773,4.303101,4.753076,4.724705,4.669935,5.159284,4.812603,4.866319,4.454385,5.575604,5.002364,4.902846,3.985752,4.904754,4.887879,4.259042,5.227397,4.891288,4.918147,4.830532,4.177384,4.87981,4.794896,4.221465,4.982118,4.947452,3.8678,5.246312,4.73215,5.08048,4.633776,5.216956,4.693945,4.901108,4.761827,4.862206,5.025965,4.842403,4.955746,4.743266,4.798749,4.681914,4.367645,4.993234,4.812894,5.403733,4.958675,4.732194,3.70679,3.869838,3.999718,4.581014,4.181636,4.823193,4.352389,4.485512,4.70578,4.489652,4.704167,4.821505,4.714093,4.630166,4.395804,4.572773,4.803145,5.157878,4.442463,5.383273,4.676531,5.382267,4.444491,4.456324,5.322069,5.398426,4.942747,4.553544,4.677225,4.920088,4.934638,4.616364,4.438505,4.812306,4.683291,4.517632,7.502168,5.087182,4.863793,4.739047,4.767434,5.043194,4.889752,4.94185,4.707464,4.846077,4.533016,4.549808,4.764548,4.684321,4.882108,4.967611,5.06132,4.624737,4.562727,4.806038,4.324477,4.29771,4.315677,4.706319,4.607319,4.508899,4.22241,4.553455,4.383847,4.480424,4.394444,4.891273,4.260137,4.491329,4.399688,4.254725,4.621819,4.390936,4.556566,4.404345,4.471972,4.672284,4.687925,4.154753,4.594851,4.349489,4.403972,4.731899,5.645758,5.153878,4.660517,5.031808,4.889493,4.676105,4.525716,4.649893,4.568272,4.541649,4.593433,4.659816,4.582284,4.678346,4.519603
diabetes,6.572901,5.139532,5.173311,4.980035,5.186974,6.081724,5.249197,5.706148,5.910806,6.048963,5.559774,6.045305,6.036252,5.899012,5.774997,5.725019,5.952622,5.814082,6.148182,5.823434,5.768022,5.695262,5.902236,5.686018,6.313803,5.818214,5.669385,5.496996,6.162161,5.595709,6.204918,5.686739,5.936222,5.893447,6.03007,6.268204,6.351784,5.719442,5.893815,5.973656,5.570062,5.90206,5.951965,6.100513,5.712108,5.852714,5.938172,5.737459,5.805062,6.232879,5.579836,5.719885,5.932021,5.8593,6.051198,5.929808,5.661593,5.778989,5.945741,5.927357,6.139292,5.524953,5.847575,5.681431,5.662783,6.071014,5.859461,5.722311,5.569137,6.14827,6.03129,5.833711,5.93101,5.790721,5.908442,5.699176,6.1771,5.835659,6.316999,6.170943,6.014552,5.781563,5.894505,5.813587,6.125615,5.73802,6.091024,5.597784,5.952241,5.778392,6.17315,6.161763,5.966723,6.061805,6.383105,5.919172,5.910476,6.272063,5.979539,5.919897,6.226903,4.210106,4.367708,4.485864,4.407399,4.747758,4.116122,5.142222,4.329986,5.020203,4.790879,5.278367,5.21396,4.398047,5.132076,4.396497,5.127411,4.275343,5.103922,4.305024,5.447127,4.304241,5.003592,4.418942,5.133325,4.631279,5.235544,5.075084,5.303988,4.672712,5.127679,4.704527,5.092633,4.073554,5.186352,5.363044,4.479347,5.241745,4.979234,4.482275,5.297184,4.49889,5.143801,5.132605,4.672473,5.12783,4.722726,5.055841,5.292571,4.556118,5.284119,4.399773,5.106531,4.458692,5.431549,4.430506,4.991233,5.016552,4.452527,5.280595,4.592073,4.670942,4.611562,5.260353,4.779431,5.181535,4.761547,5.084758,4.962638,4.800121,4.970785,4.527635,5.134329,5.297079,4.196906,5.019098,5.314361,4.711026,5.275937,5.098403,5.044239,5.134508,5.003255,5.320513,4.099698,5.293814,5.349371,4.641667,5.201521,4.503651,5.186722,4.501281,5.200686,4.78401,4.545924,5.091709,4.475845,5.222463,5.381823,4.223512,5.178088,4.157559,4.039766,4.407331,4.825678,4.423774,4.524055,4.502986,4.212321,5.08611,4.05863,4.79513,5.106711,4.705721,4.338028,5.200247,4.59598,4.597419,5.147374,4.858282,4.561203,4.89133,4.80898,4.354387,4.444529,4.817013,5.734115,5.49505,5.052365,4.526283,5.148516,5.012754,4.84759,4.889663,4.931348,5.247483,4.865465,4.80691,11.618473,5.314655,4.590689,4.462961,4.559326,4.749462,4.716579,4.719005,4.957613,4.707211,4.794351,6.018948,5.205673,4.984948,4.53264,4.815117,4.689448,4.909822,4.604507,4.319651,4.396655,4.353995,4.570008,5.272683,4.677688,4.543844,4.534543,4.581317,4.256715,4.646248,4.380643,4.437327,4.327467,4.544535,4.461578,5.437256,4.805229,4.485188,4.749915,4.779446,4.567756,4.630134,4.677858,4.398668,4.447733,4.432648,4.703616,4.496808,5.087855,4.973502,5.193909,4.695135,4.786439,4.823131,4.893799,5.081319,5.096529,4.812597,4.755495,4.745487,4.582631,5.084689,5.331545
energy,5.040606,4.954407,4.821772,4.824698,4.671095,5.159937,4.69342,4.562287,5.144794,5.412903,4.463335,5.308211,5.384075,4.931927,5.033786,5.334861,5.146413,5.375576,5.252392,5.602641,5.156004,5.443311,5.250518,5.054659,5.291498,5.417973,5.288567,5.228903,5.443441,5.082819,5.166197,5.202454,5.227452,5.158277,5.067864,5.179448,5.270975,5.19364,5.077185,5.058742,5.669208,5.725743,5.100975,5.18033,5.228903,5.158331,5.218763,5.254424,5.550551,5.254566,5.421786,5.467829,5.256243,5.069164,5.322184,5.29594,5.155715,5.249187,5.385216,5.152917,5.101337,5.22054,5.250356,5.281533,5.049621,5.437331,5.102021,5.122137,5.336804,5.461646,5.238443,5.104133,5.350601,5.194015,5.390896,5.28878,5.041266,5.479123,5.245014,5.283507,5.344716,4.996259,5.367442,5.180464,5.091981,4.974403,4.947394,5.043992,5.180723,5.155827,5.230108,5.290775,5.125246,5.179286,5.345773,5.121466,5.270169,5.185802,4.927833,5.345998,5.09417,3.770637,3.773377,4.041884,3.932153,3.930148,4.007425,4.347885,4.152871,4.68276,4.455282,4.774551,4.574105,4.372384,5.268539,3.974367,4.697809,4.386922,4.731095,4.115992,4.685439,4.223298,4.660737,4.352669,4.789246,4.498884,4.727973,4.571751,4.690965,4.540869,4.737191,4.398338,4.686339,3.977105,4.583868,4.73466,4.509804,4.708901,4.732863,4.660435,4.765181,4.507513,4.662965,4.882706,4.429522,4.715494,4.809688,4.771998,4.682688,4.586866,4.546674,4.46939,4.648745,4.60043,4.721881,4.206683,4.744733,4.657407,4.538936,4.711361,4.955602,4.766252,4.726185,4.733219,4.915945,5.023143,4.441819,4.81783,4.806692,4.718045,4.688127,4.701047,4.693719,4.691825,4.284185,4.445462,4.780329,4.783539,4.688982,4.715663,4.877544,4.734287,4.708553,4.755814,4.123725,4.707737,4.650479,4.780797,4.960952,4.261093,4.523672,4.69024,4.708488,4.678521,4.466713,4.712373,4.391837,4.59572,4.755302,4.291052,4.488699,3.485173,4.131209,4.117331,3.475188,4.026738,4.387557,4.324565,4.052803,4.127201,4.545756,4.487805,4.886179,4.762047,4.370946,5.04478,4.208176,4.462577,4.348788,5.087112,4.91895,4.701961,4.619878,4.219134,4.238918,5.118037,4.919583,5.07235,4.678282,4.279716,4.236186,4.29555,4.767097,4.367663,4.597582,5.014397,4.374308,7.628605,12.662713,4.558288,4.114796,4.327054,4.599571,4.455178,4.546847,4.477627,4.375133,4.320508,4.454298,4.366054,4.715711,4.8059,4.43444,4.417483,4.51023,4.273069,4.16085,4.304827,4.470107,4.149818,3.964636,4.141556,4.331302,4.14039,4.064029,4.621785,4.846978,4.221302,4.283572,4.234899,4.383333,4.39611,4.853582,4.523636,4.308339,4.222812,4.093793,4.271861,4.262074,4.529928,4.059336,4.808173,4.388945,4.136703,4.278841,4.493161,4.20592,4.385814,4.956379,4.542229,4.308122,4.436593,4.280199,4.305202,4.160553,4.34973,4.524736,4.317146,4.43469,4.306688,4.441722
house,5.186659,5.042044,5.007591,4.902428,4.766668,5.028001,5.066517,4.813975,5.582208,5.111546,5.370987,5.076069,5.431177,5.326288,5.162508,4.800648,5.098925,5.529605,5.196776,5.635827,5.440249,5.470897,5.425535,5.308311,5.294634,5.265397,5.615868,5.427566,5.238202,5.282504,5.282659,5.347167,5.386473,5.518718,5.252547,5.22465,5.360272,5.526815,5.347451,5.454738,5.34916,5.307627,5.885158,5.439977,5.517963,5.435443,4.999329,5.214793,5.339215,5.219657,5.34883,5.763028,5.547324,5.307662,5.470478,5.273798,5.75037,5.009311,5.44065,5.426234,5.320435,5.207207,5.596793,5.41375,5.762294,5.392543,5.315481,5.307078,5.509537,5.452226,5.428295,5.136761,5.430969,5.593412,5.790247,5.824931,5.319036,5.578949,5.27045,5.001395,5.381369,5.11227,5.369469,5.413587,5.325318,5.49933,5.39681,5.320379,5.402891,5.649807,5.051743,5.275057,5.310059,5.693289,5.197054,5.097522,5.363915,5.085946,5.511373,5.028631,5.518472,3.866044,4.3346,3.882547,4.090118,4.022103,4.135013,4.650647,4.542073,4.128037,4.583839,4.735893,3.812104,4.940512,4.864253,4.431227,5.038766,4.631263,5.210938,4.303611,4.803278,4.724089,4.495103,4.937124,5.602255,4.794923,4.128845,4.66167,4.73165,4.670942,4.650823,4.878133,4.706756,4.988708,4.67211,4.543047,4.903356,4.644338,5.225943,4.684791,4.693308,4.715346,4.710136,4.796486,4.967123,4.790294,4.700589,4.703456,4.837458,4.829378,4.783686,4.660164,4.850958,5.175154,4.78792,4.445347,4.725587,4.657189,5.322596,4.800228,4.903488,4.574163,4.767007,4.652524,4.7429,4.499307,4.705782,4.793493,4.741388,4.730409,4.744694,5.021204,4.864349,4.732167,4.771008,4.596357,4.746589,4.904489,4.86938,4.692917,4.827552,4.708674,4.716131,4.712047,4.522226,4.864692,4.603258,4.736785,4.742188,4.8523,4.538106,4.771985,4.639187,4.611757,4.813025,4.587258,4.763081,4.735139,4.754421,4.993983,4.757592,3.778569,4.09587,3.760233,4.128853,3.953256,3.996301,4.526087,4.301468,4.294318,4.59231,4.51069,4.469539,4.381039,4.266048,4.738933,4.263238,4.475212,4.562125,4.604592,4.900959,5.287439,4.69303,4.479812,4.011163,4.237963,4.707191,5.081282,4.041409,4.353694,4.113695,4.568199,4.226591,4.267888,4.314703,4.662316,4.236546,7.867923,7.539295,4.65877,4.398372,4.105194,4.514343,4.76351,4.63841,4.377769,4.408108,4.066066,4.167403,4.270668,4.240485,4.695142,4.819326,4.260014,4.243655,4.222602,4.017965,4.090213,4.053958,4.06941,4.050689,3.867881,4.087809,3.949868,3.978253,4.018788,4.473778,4.010163,4.265432,4.100501,3.994981,4.060007,4.050426,4.291071,4.478608,4.485607,3.939255,3.983586,4.508815,4.506053,3.949591,4.29821,4.070974,4.047381,4.321776,4.327963,4.520612,4.45861,4.347399,4.457016,4.342385,4.380776,4.491561,4.438707,4.351777,4.275258,4.384237,4.364943,4.368834,4.448623,4.271293
medical,5.172931,5.115771,4.953303,4.833396,5.405069,4.858311,4.563764,5.088553,5.25368,5.174294,5.527818,5.363047,5.368169,5.110385,5.326828,5.266002,5.26743,5.57718,5.197828,4.540411,5.1158,4.965603,5.089213,5.158302,5.140026,4.874131,5.498544,5.358151,5.160909,5.137135,5.605576,5.385178,5.215268,5.336343,5.051406,5.212498,5.322187,5.310792,5.27851,5.439597,4.956885,5.296693,5.270856,5.068961,5.121054,5.188033,5.494744,5.398383,5.157951,5.435105,5.392928,5.116702,5.107349,5.608665,5.113978,5.328009,5.40722,5.194805,5.354213,5.247516,5.527461,5.199941,5.1909,4.920123,5.188437,5.144477,5.343809,5.261995,5.404634,5.182951,5.086919,5.094307,5.295665,5.245203,5.207789,4.984714,5.106673,5.326346,5.138983,5.134467,5.341417,5.424514,5.027618,5.215961,5.406566,5.244666,5.527339,5.39493,5.47875,5.351183,5.013997,5.359898,5.018265,5.129012,5.316727,5.331667,5.165608,5.596024,5.418171,5.247218,3.750622,3.984339,3.990423,4.035424,4.103397,4.031632,4.183847,3.978151,4.700006,3.946582,5.115712,5.04521,4.101033,4.747298,4.047729,4.80653,4.05658,4.966216,3.974532,4.828805,4.131011,4.834986,4.090023,5.159955,3.998698,5.238605,4.25361,5.061978,4.113133,4.609161,4.18132,4.728238,3.732823,4.911802,4.788626,4.060497,4.67541,3.987622,4.542437,4.802782,3.91126,4.911137,4.854375,3.88875,4.845048,3.878308,4.721599,4.204219,4.387692,4.727225,3.909011,4.796112,4.396525,4.822166,3.869467,4.809437,4.72906,4.462451,4.795097,3.990767,4.29848,4.008171,4.782856,4.283269,4.747243,4.116756,4.573186,4.988816,3.938175,4.895236,4.244838,4.623155,4.721664,3.963519,4.800939,4.936588,4.032118,4.878714,5.046414,3.799936,4.727163,3.856046,4.590906,3.966461,4.764971,4.70451,4.67195,4.641382,4.520683,4.734421,4.583471,4.774276,4.613346,4.174755,4.931107,4.037199,4.68886,4.851657,4.220492,4.804475,3.547851,3.712958,4.026482,3.945877,3.870028,4.034981,4.092079,3.62628,4.282232,3.639374,4.55028,4.489987,3.815286,4.014814,4.236692,4.149267,3.853037,4.42957,4.674381,4.17632,4.89218,4.457117,5.869023,4.072518,4.479387,5.129026,5.275929,4.072919,4.228927,4.377581,4.437456,4.493686,4.667816,4.323723,4.236238,4.359739,4.309849,9.029533,4.365911,4.384144,3.828604,4.484887,4.408867,4.824344,4.249627,4.134176,4.516762,4.386936,4.322028,4.545343,4.350638,4.197994,4.602366,4.064898,4.078265,3.994028,3.930229,3.933982,4.084758,3.939543,4.289431,4.397574,4.179891,4.063126,3.959457,4.037191,4.334309,3.978355,3.786027,4.02229,3.913738,3.844096,4.295049,4.418093,4.544347,4.27953,4.739728,3.988497,4.663234,4.824082,4.072699,4.230385,3.841149,4.081195,4.268204,4.404573,5.700791,4.540818,4.67622,4.646769,4.51352,4.705155,4.298543,4.317724,4.440587,4.222037,4.447382,4.583415,4.485864,4.161267


